Objekt_id;Phasen_id;Kurzbezeichnung;Jahr_Beginn;Jahr_Ende;Besonderheitenbeschreibung;Bemerkungen;eor;                                                                                                    
         371;        29;Pflaume (früh): Pflückreife                                                                                                                                     ;       1982;      1982;für Ostdeutschland nur einzelne Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         371;        29;Pflaume (früh): Pflückreife                                                                                                                                     ;       1983;      1991;für Ostdeutschland keine Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         372;        29;Pflaume (spät): Pflückreife                                                                                                                                     ;       1983;      1991;für Ostdeutschland keine Daten archiviert                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         384;        29;Erdbeere: Pflückreife                                                                                                                                           ;       1991;      1991;ab 1991 nicht mehr im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für einzelne ostdeutsche Stationen noch Daten archiviert                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         123;        31;Rotbuche: herbstliche Blattverfärbung                                                                                                                           ;       1982;      1991;in Ostdeutschland nicht im Beobachtungsprogramm, Eintrittsdaten, die von den Beobachtern trotzdem erhoben worden sind, können jedoch nachgemeldet werden, daher sind für einzelne Beobachtungsorte/ -jahre Daten archiviert                                                                                                                                                                                                                                                                                         ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         330;        31;Süßkirsche: herbstliche Blattverfärbung                                                                                                                         ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         103;        32;Eberesche: herbstlicher Blattfall                                                                                                                               ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         112;        32;Hänge-Birke: herbstlicher Blattfall                                                                                                                             ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         112;        32;Hänge-Birke: herbstlicher Blattfall                                                                                                                             ;       1951;      1991;in Ostdeutschland zeitweise beobachtet, Daten können für einzelne Beobachtungsorte/ -jahre Daten vorhanden sein, in Westdeutschland nicht beobachtet                                                                                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         122;        32;Rosskastanie: herbstlicher Blattfall                                                                                                                            ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         122;        32;Rosskastanie: herbstlicher Blattfall                                                                                                                            ;       1951;      1991;in Ostdeutschland zeitweise beobachtet, Daten können für einzelne Beobachtungsorte/ -jahre Daten vorhanden sein, in Westdeutschland nicht beobachtet                                                                                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         132;        32;Stiel-Eiche: herbstlicher Blattfall                                                                                                                             ;       1951;      1991;in Ostdeutschland zeitweise beobachtet, Daten können für einzelne Beobachtungsorte/ -jahre Daten vorhanden sein, in Westdeutschland nicht beobachtet                                                                                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         132;        32;Stiel-Eiche: herbstlicher Blattfall                                                                                                                             ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         310;        32;Apfel: herbstlicher Blattfall                                                                                                                                   ;       1991;          ;Das zugehörige Pflückreifedatum wurde in der Datenprüfung als falsch deklariert, weil der Termin nicht zur Reifegruppe "früh" oder "spät" passt oder es wird vom Beobachter eine mittlere Sorte benannt.                                                                                                                                                                                                                                                                                                            ;Die Zuordnung der Daten zu ph_objekt_id 310 erfolgt im Rahmen der Datenkorrektur (QB 2)                                                                         ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         311;        32;Apfel (früh): herbstlicher Blattfall                                                                                                                            ;       1951;      1991;in Ostdeutschland zeitweise beobachtet, Daten können für einzelne Beobachtungsorte/ -jahre Daten vorhanden sein, in Westdeutschland nicht beobachtet                                                                                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         311;        32;Apfel (früh): herbstlicher Blattfall                                                                                                                            ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         313;        32;Apfel (spät): herbstlicher Blattfall                                                                                                                            ;       1951;      1991;in Ostdeutschland zeitweise beobachtet, Daten können für einzelne Beobachtungsorte/ -jahre Daten vorhanden sein, in Westdeutschland nicht beobachtetPhase nicht im westdeutschen und nur zeitweise im ostdeutschen Beobachtungsprogramm. Daten ostdeutscher Stationen (Stationeskennungen >=112000000) wurden soweit wie möglich nacherfasst und archiviert, daher können für einzelne Beobachtungsorte/ -jahre Daten vorhanden sein                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         313;        32;Apfel (spät): herbstlicher Blattfall                                                                                                                            ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         501;        33;Feldarbeit: Beginn                                                                                                                                              ;       1991;      1991;ab 1991 nicht mehr im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für einzelne ostdeutsche Stationen noch Daten archiviert                                                                                                                                                                                                                                                                                                ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         601;        33;Weidegang: Beginn                                                                                                                                               ;       1982;      1991;in Ostdeutschland nicht im Beobachtungsprogramm, Eintrittsdaten, die von den Beobachtern trotzdem erhoben worden sind, können jedoch nachgemeldet werden, daher sind für einzelne Beobachtungsorte/ -jahre Daten archiviert                                                                                                                                                                                                                                                                                         ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         119;        62;Kornelkirsche: Fruchtreife                                                                                                                                      ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         138;        62;Zweigriffeliger Weissdorn: Fruchtreife                                                                                                                          ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
         105;        63;Europäische Lärche: herbstliche Nadelverfärbung                                                                                                                 ;       1991;      1991;ab 1991 neu im Beobachtungsprogramm, für Ostdeutschland konnte die Umstellung auf das gesamtdeutsche Programm erst 1992 umgesetzt werden, daher sind für viele ostdeutschen Stationen keine Daten archiviert                                                                                                                                                                                                                                                                                                        ;                                                                                                                                                                ;eor;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
